experiment,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),CV_list(Accuracy),CV_list(Precision),CV_list(Recall),CV_list(F1)
lab1/outputs/caffe_NB.csv,5,0.503448275862069,0.550091808352678,0.6214992521762778,0.43490906875600677,0.6214992521762778,"[np.float64(0.7403846153846154), np.float64(0.6547169811320754), np.float64(0.6075471698113208), np.float64(0.30092592592592593), np.float64(0.803921568627451)]","[0.5344827586206896, 0.5344827586206896, 0.4482758620689655, 0.3448275862068966, 0.6551724137931034]","[0.5909090909090909, 0.5488095238095239, 0.5354037267080746, 0.4457070707070707, 0.6296296296296297]","[0.7403846153846154, 0.6547169811320754, 0.6075471698113208, 0.30092592592592593, 0.803921568627451]","[0.4785214785214785, 0.4476190476190476, 0.3894736842105263, 0.275, 0.5839311334289814]"
lab1/outputs/caffe_NB.csv,10,0.5224137931034483,0.5572427596853288,0.6234219214213664,0.44268343204637917,0.6234219214213664,"[np.float64(0.7403846153846154), np.float64(0.6547169811320754), np.float64(0.6075471698113208), np.float64(0.30092592592592593), np.float64(0.803921568627451), np.float64(0.6282051282051282), np.float64(0.5583333333333332), np.float64(0.6132075471698113), np.float64(0.6218487394957983), np.float64(0.7051282051282052)]","[0.5344827586206896, 0.5344827586206896, 0.4482758620689655, 0.3448275862068966, 0.6551724137931034, 0.46551724137931033, 0.7931034482758621, 0.29310344827586204, 0.5517241379310345, 0.603448275862069]","[0.5909090909090909, 0.5488095238095239, 0.5354037267080746, 0.4457070707070707, 0.6296296296296297, 0.5496894409937888, 0.5897435897435898, 0.5543478260869565, 0.5517241379310345, 0.5764635603345281]","[0.7403846153846154, 0.6547169811320754, 0.6075471698113208, 0.30092592592592593, 0.803921568627451, 0.6282051282051282, 0.5583333333333333, 0.6132075471698113, 0.6218487394957983, 0.7051282051282051]","[0.4785214785214785, 0.4476190476190476, 0.3894736842105263, 0.275, 0.5839311334289814, 0.41528455284552845, 0.565, 0.2826546003016591, 0.4763888888888889, 0.5129609346476817]"
lab1/outputs/caffe_NB.csv,30,0.5413793103448277,0.56328949609894,0.6513305076745237,0.4636620664311302,0.6513305076745237,"[np.float64(0.7403846153846154), np.float64(0.6547169811320754), np.float64(0.6075471698113208), np.float64(0.30092592592592593), np.float64(0.803921568627451), np.float64(0.6282051282051282), np.float64(0.5583333333333332), np.float64(0.6132075471698113), np.float64(0.6218487394957983), np.float64(0.7051282051282052), np.float64(0.6955128205128206), np.float64(0.6736694677871149), np.float64(0.6638655462184874), np.float64(0.6875), np.float64(0.7830188679245282), np.float64(0.7019230769230769), np.float64(0.5544871794871795), np.float64(0.6775), np.float64(0.6121794871794871), np.float64(0.5981132075471698), np.float64(0.6349206349206349), np.float64(0.7647058823529411), np.float64(0.7395833333333333), np.float64(0.5370370370370371), np.float64(0.641025641025641), np.float64(0.5897435897435899), np.float64(0.6547169811320754), np.float64(0.7727272727272727), np.float64(0.6932773109243697), np.float64(0.6301886792452831)]","[0.5344827586206896, 0.5344827586206896, 0.4482758620689655, 0.3448275862068966, 0.6551724137931034, 0.46551724137931033, 0.7931034482758621, 0.29310344827586204, 0.5517241379310345, 0.603448275862069, 0.5862068965517241, 0.5344827586206896, 0.5172413793103449, 0.5517241379310345, 0.603448275862069, 0.46551724137931033, 0.46551724137931033, 0.5344827586206896, 0.5689655172413793, 0.43103448275862066, 0.6896551724137931, 0.5862068965517241, 0.5689655172413793, 0.5689655172413793, 0.6206896551724138, 0.39655172413793105, 0.5344827586206896, 0.5689655172413793, 0.5689655172413793, 0.6551724137931034]","[0.5909090909090909, 0.5488095238095239, 0.5354037267080746, 0.4457070707070707, 0.6296296296296297, 0.5496894409937888, 0.5897435897435898, 0.5543478260869565, 0.5517241379310345, 0.5764635603345281, 0.5726190476190476, 0.5745192307692308, 0.5709090909090909, 0.5901442307692308, 0.5892857142857143, 0.5810810810810811, 0.5206060606060606, 0.5860606060606061, 0.541816009557945, 0.5328282828282829, 0.5802968960863698, 0.6129032258064516, 0.6428571428571428, 0.5096969696969698, 0.553921568627451, 0.5377867746288798, 0.5488095238095239, 0.5535714285714286, 0.5821428571428572, 0.5444015444015444]","[0.7403846153846154, 0.6547169811320754, 0.6075471698113208, 0.30092592592592593, 0.803921568627451, 0.6282051282051282, 0.5583333333333333, 0.6132075471698113, 0.6218487394957983, 0.7051282051282051, 0.6955128205128205, 0.6736694677871148, 0.6638655462184874, 0.6875, 0.7830188679245282, 0.7019230769230769, 0.5544871794871795, 0.6775, 0.6121794871794872, 0.5981132075471698, 0.6349206349206349, 0.7647058823529411, 0.7395833333333334, 0.537037037037037, 0.641025641025641, 0.5897435897435898, 0.6547169811320754, 0.7727272727272727, 0.6932773109243697, 0.630188679245283]","[0.4785214785214785, 0.4476190476190476, 0.3894736842105263, 0.275, 0.5839311334289814, 0.41528455284552845, 0.565, 0.2826546003016591, 0.4763888888888889, 0.5129609346476817, 0.5007173601147776, 0.4785214785214785, 0.46578947368421053, 0.5039473684210527, 0.5129609346476817, 0.4272061165976425, 0.4012654012654012, 0.49073170731707316, 0.470609711573567, 0.3775609756097561, 0.5762987012987013, 0.5303643724696356, 0.5461658841940532, 0.4252873563218391, 0.5054263565891473, 0.3646322378716745, 0.4476190476190476, 0.4497153700189753, 0.5039343140608963, 0.5042735042735043]"
